,metric,auroc_score,aupr_score,fpr95
0,MSP,0.785809925,0.7481566381103211,0.5973
1,Mahalanobis,0.8058401650000001,0.784573451513705,0.6348
2,ClasswiseMahalanobis,0.8155582049999999,0.7861867049217194,0.5736
3,SML,0.8180105050000002,0.7833709568661742,0.5605
