,metric,auroc_score,aupr_score,fpr95
0,MSP,0.8551976499999999,0.8412246106041692,0.467
1,Mahalanobis,0.83240759,0.7669902432347597,0.45
2,ClasswiseMahalanobis,0.8598145500000001,0.7964818210080609,0.3629
3,SML,0.89719391,0.885549051531333,0.3837
