,metric,auroc_score,aupr_score,fpr95
0,MSP,0.920372455,0.9127383079651541,0.335
1,Mahalanobis,0.9551944499999999,0.9597842786550013,0.239
2,ClasswiseMahalanobis,0.95653369,0.9598959141480979,0.2216
3,SML,0.94604077,0.9499013285810651,0.281
