,metric,auroc_score,aupr_score,fpr95
0,MSP,0.9827028400000001,0.9797894165275075,0.0677
1,Mahalanobis,0.9708676900000001,0.9603846137605869,0.0848
2,ClasswiseMahalanobis,0.9652373600000002,0.9494124688200416,0.0955
3,SML,0.9924932500000001,0.9914927513750942,0.0312
