,metric,auroc_score,aupr_score,fpr95
0,Mahalanobis,0.9628813942960617,0.9679986888377095,0.2393617021276596
1,ClasswiseMahalanobis,0.9486605930285197,0.9533000415781159,0.28138297872340423
