,metric,auroc_score,aupr_score,fpr95
0,MSP,0.9890065250000002,0.9868970701696691,0.0413
1,Mahalanobis,0.9812282,0.9780818823228965,0.0819
2,ClasswiseMahalanobis,0.9619437200000001,0.9504144161624029,0.14
3,SML,0.9966633500000001,0.9960014112260647,0.0119
