,metric,auroc_score,aupr_score,fpr95
0,MSP,0.935836575,0.932228401200929,0.2708
1,Mahalanobis,0.96517261,0.970251269454247,0.1829
2,ClasswiseMahalanobis,0.97106575,0.9725149945250601,0.1483
3,SML,0.9505963099999999,0.9546565177474572,0.2658
