,metric,auroc_score,aupr_score,fpr95
0,MSP,0.96878196,0.9634599853983112,0.1165
1,Mahalanobis,0.9761443749999998,0.9771418546378783,0.1291
2,ClasswiseMahalanobis,0.978266365,0.9784237795845685,0.1099
3,SML,0.97574156,0.9761559430135034,0.1117
