,metric,auroc_score,aupr_score,fpr95
0,MSP,0.9558248924852875,0.9579393887575568,0.2297872340425532
1,Mahalanobis,0.9919714803078317,0.9924114390145027,0.02872340425531915
2,ClasswiseMahalanobis,0.9792346650067905,0.9739420902622571,0.08244680851063829
3,SML,0.9727727478497057,0.9662760001025258,0.09946808510638298
