,metric,auroc_score,aupr_score,fpr95
0,Mahalanobis,0.9870119397917609,0.9880031426966118,0.08244680851063829
1,ClasswiseMahalanobis,0.9856841330918968,0.9870643784411024,0.08031914893617022
