,metric,mask_method,mask_ratio,mask_threshold,auroc_score,aupr_score,fpr95
0,DML,top_ratio,0.0,,0.5,0.75,0.95
1,DML,top_ratio,0.05,,0.697884075,0.6674457307385893,0.7695
2,DML,top_ratio,0.1,,0.76417762,0.7214606163264542,0.6545
3,DML,top_ratio,0.15000000000000002,,0.8184978549999999,0.7694238942602063,0.537
4,DML,top_ratio,0.2,,0.863054825,0.8187805110412902,0.4489
5,DML,top_ratio,0.25,,0.89809859,0.860223943599751,0.349
6,DML,top_ratio,0.30000000000000004,,0.91911994,0.8885322908802648,0.2893
7,DML,top_ratio,0.35000000000000003,,0.938405275,0.91443535405627,0.2321
8,DML,top_ratio,0.4,,0.95074128,0.9320691500316273,0.1834
9,DML,top_ratio,0.45,,0.95922208,0.945374876419359,0.1548
10,DML,top_ratio,0.5,,0.9674709600000002,0.9587016579833124,0.1296
11,DML,top_ratio,0.55,,0.9719385250000002,0.966331171003679,0.1114
12,DML,top_ratio,0.6000000000000001,,0.97630705,0.9721798830032178,0.0938
13,DML,top_ratio,0.65,,0.9791675000000001,0.9759320957913269,0.083
14,DML,top_ratio,0.7000000000000001,,0.9807243699999999,0.9779469647012358,0.0795
15,DML,top_ratio,0.75,,0.98288877,0.9811572518940387,0.0722
16,DML,top_ratio,0.8,,0.9838135400000002,0.9814265405813184,0.0672
17,DML,top_ratio,0.8500000000000001,,0.98528426,0.9828881954099127,0.0572
18,DML,top_ratio,0.9,,0.9865917750000001,0.984363550475236,0.0544
19,DML,top_ratio,0.9500000000000001,,0.98728892,0.9855870464869373,0.0532
20,DML,top_ratio,1.0,,0.99284863,0.9923287513820277,0.0331
21,DML,bottom_ratio,0.0,,0.5,0.75,0.95
22,DML,bottom_ratio,0.05,,0.573315815,0.5966506078729243,0.948
23,DML,bottom_ratio,0.1,,0.589319755,0.5906335022027583,0.9178
24,DML,bottom_ratio,0.15000000000000002,,0.6185971299999999,0.6062089458625127,0.8805
25,DML,bottom_ratio,0.2,,0.652124775,0.6263929625898876,0.8271
26,DML,bottom_ratio,0.25,,0.700632975,0.6605752294806404,0.747
27,DML,bottom_ratio,0.30000000000000004,,0.7477706900000001,0.7006136313094942,0.6679
28,DML,bottom_ratio,0.35000000000000003,,0.79942213,0.7539160919332001,0.5851
29,DML,bottom_ratio,0.4,,0.84408249,0.8009476670317321,0.4764
30,DML,bottom_ratio,0.45,,0.87916423,0.8429863917791798,0.3886
31,DML,bottom_ratio,0.5,,0.9092661849999999,0.8795402272594729,0.3126
32,DML,bottom_ratio,0.55,,0.9267813500000001,0.9030689918123572,0.2703
33,DML,bottom_ratio,0.6000000000000001,,0.94346253,0.9248258114592314,0.2198
34,DML,bottom_ratio,0.65,,0.95407658,0.9402096540286471,0.1846
35,DML,bottom_ratio,0.7000000000000001,,0.963573545,0.9530862534450374,0.1463
36,DML,bottom_ratio,0.75,,0.96990802,0.9611804024211874,0.1197
37,DML,bottom_ratio,0.8,,0.9729540500000001,0.9662608173894266,0.1119
38,DML,bottom_ratio,0.8500000000000001,,0.9775474850000001,0.9724251054752648,0.0924
39,DML,bottom_ratio,0.9,,0.978806235,0.9747812205534014,0.0867
40,DML,bottom_ratio,0.9500000000000001,,0.98488449,0.9823935605504647,0.0611
41,DML,bottom_ratio,1.0,,0.9930180649999999,0.9925005858154723,0.0303
42,DML,random,0.0,,0.5,0.75,0.95
43,DML,random,0.05,,0.64727663,0.6326207107836161,0.831
44,DML,random,0.1,,0.7622072199999999,0.702986842283794,0.6355
45,DML,random,0.15000000000000002,,0.8704503650000002,0.8219244506219731,0.4062
46,DML,random,0.2,,0.92716931,0.8984883552728131,0.2552
47,DML,random,0.25,,0.9517110599999999,0.9319181601797986,0.1776
48,DML,random,0.30000000000000004,,0.96307736,0.9490370874586473,0.1393
49,DML,random,0.35000000000000003,,0.9694129400000001,0.9579109798757692,0.1149
50,DML,random,0.4,,0.9721761400000001,0.9622396846266217,0.1094
51,DML,random,0.45,,0.9763241300000001,0.9689700180359532,0.0918
52,DML,random,0.5,,0.97814971,0.9714325256387618,0.0865
53,DML,random,0.55,,0.9800088600000001,0.9734167620304354,0.0798
54,DML,random,0.6000000000000001,,0.98068488,0.9759997104999384,0.0743
55,DML,random,0.65,,0.9807657550000001,0.9767042251653233,0.0761
56,DML,random,0.7000000000000001,,0.9833227200000001,0.9804100189298371,0.0666
57,DML,random,0.75,,0.98300232,0.9803699400652156,0.0714
58,DML,random,0.8,,0.9839491100000001,0.9806344955640564,0.066
59,DML,random,0.8500000000000001,,0.98433526,0.9811537874187712,0.0618
60,DML,random,0.9,,0.9847973149999999,0.9818536970376822,0.0623
61,DML,random,0.9500000000000001,,0.98691075,0.9853028572705618,0.0527
62,DML,random,1.0,,0.9930298200000001,0.9925397296719132,0.0303
63,DML,gt_threshold,,0.0,0.9924125800000001,0.9919162540778488,0.0353
64,DML,gt_threshold,,0.05,0.96439055,0.9534114678306349,0.1335
65,DML,gt_threshold,,0.1,0.9097160449999999,0.8751986889050059,0.2841
66,DML,gt_threshold,,0.15000000000000002,0.8498737949999999,0.7985002842966027,0.4065
67,DML,gt_threshold,,0.2,0.785568125,0.7293156712367552,0.5177
68,DML,gt_threshold,,0.25,0.7297193499999999,0.6854048241455345,0.5978
69,DML,gt_threshold,,0.30000000000000004,0.6765054699999999,0.6468218968625113,0.6656
70,DML,gt_threshold,,0.35000000000000003,0.632292715,0.6200216820404715,0.7242
71,DML,gt_threshold,,0.4,0.6052643799999999,0.6099830767271702,0.773
72,DML,gt_threshold,,0.45,0.57606219,0.5895756723260173,0.8206
73,DML,gt_threshold,,0.5,0.5539486250000001,0.5749687294156558,0.8562
74,DML,gt_threshold,,0.55,0.540485,0.5687725094176531,0.884
75,DML,gt_threshold,,0.6000000000000001,0.52802151,0.5566771677671822,0.9076
76,DML,gt_threshold,,0.65,0.51961737,0.5431646285055375,0.919978663932657
77,DML,gt_threshold,,0.7000000000000001,0.512367705,0.5418416164492402,0.9320927654609101
78,DML,gt_threshold,,0.75,0.50788951,0.5290783097296566,0.9376451021258857
79,DML,gt_threshold,,0.8,0.5060565599999999,0.5552676727384062,0.9426856567117908
80,DML,gt_threshold,,0.8500000000000001,0.50202238,0.5126132187571546,0.9468867321867321
81,DML,gt_threshold,,0.9,0.50146694,0.5165153943457228,0.9479514812175507
82,DML,gt_threshold,,0.9500000000000001,0.5004107999999999,0.4918873097351547,0.94895830968788
83,DML,gt_threshold,,1.0,0.5,0.75,0.95
84,DML,lt_threshold,,0.0,0.5,0.75,0.95
85,DML,lt_threshold,,0.05,0.8895950599999999,0.8519812722525442,0.3526
86,DML,lt_threshold,,0.1,0.9638837200000001,0.9548128183750552,0.1439
87,DML,lt_threshold,,0.15000000000000002,0.97713197,0.9725852273341495,0.0889
88,DML,lt_threshold,,0.2,0.9822111400000001,0.9780956589586196,0.0725
89,DML,lt_threshold,,0.25,0.98538481,0.9819976851009747,0.0635
90,DML,lt_threshold,,0.30000000000000004,0.9865689350000001,0.9831227171176868,0.0548
91,DML,lt_threshold,,0.35000000000000003,0.9883467600000001,0.9846859145117985,0.0456
92,DML,lt_threshold,,0.4,0.9899317299999999,0.9868632211450857,0.0413
93,DML,lt_threshold,,0.45,0.990433995,0.9886645659110954,0.0413
94,DML,lt_threshold,,0.5,0.9910318000000001,0.9893935123417559,0.0392
95,DML,lt_threshold,,0.55,0.99195014,0.9904584312212628,0.0353
96,DML,lt_threshold,,0.6000000000000001,0.99182667,0.9911496886661408,0.0351
97,DML,lt_threshold,,0.65,0.992211525,0.9912673068143814,0.0316
98,DML,lt_threshold,,0.7000000000000001,0.9922977800000001,0.9913501423117248,0.0328
99,DML,lt_threshold,,0.75,0.99243994,0.9914860750377916,0.0332
100,DML,lt_threshold,,0.8,0.99233591,0.9917325095993205,0.0327
101,DML,lt_threshold,,0.8500000000000001,0.992599405,0.9921069396614979,0.0324
102,DML,lt_threshold,,0.9,0.9928438399999999,0.9923978002049669,0.0301
103,DML,lt_threshold,,0.9500000000000001,0.9927545200000001,0.9922443041482749,0.0317
104,DML,lt_threshold,,1.0,0.9930621399999999,0.9924906448115167,0.031
