,metric,auroc_score,aupr_score,fpr95
0,MSP,0.957377935,0.9619716343255766,0.2395
1,Mahalanobis,0.99832505,0.9983735539229271,0.0067
2,ClasswiseMahalanobis,0.9984229699999999,0.9984045286077567,0.0081
3,SML,0.96274487,0.9705852405945862,0.1972
