,metric,auroc_score,aupr_score,fpr95
0,MSP,0.99601196,0.995706144335422,0.0195
1,Mahalanobis,0.917354795,0.8985406556256976,0.2355
2,ClasswiseMahalanobis,0.9384696600000001,0.9192417109973265,0.1823
3,SML,0.9974629,0.9968169306291297,0.0083
