,metric,auroc_score,aupr_score,fpr95
0,MSP,0.885577535,0.87001290217391,0.4036
1,Mahalanobis,0.9122883899999998,0.9045444813671522,0.3744
2,ClasswiseMahalanobis,0.9288735100000001,0.9215795986144723,0.3004
3,SML,0.9196624550000001,0.9091470019991428,0.3351
