,metric,auroc_score,aupr_score,fpr95
0,Mahalanobis,0.9940725441376188,0.9947218403749845,0.027127659574468086
1,ClasswiseMahalanobis,0.9944437528293345,0.9948823611986243,0.021808510638297873
