,metric,auroc_score,aupr_score,fpr95
0,Mahalanobis,0.9944171570846537,0.9953983730966901,0.006382978723404255
1,ClasswiseMahalanobis,0.9933547419646899,0.9947266800906294,0.007446808510638298
