,metric,auroc_score,aupr_score,fpr95
0,MSP,0.9774780200000001,0.9766102064321185,0.0928
1,Mahalanobis,0.970806965,0.9730606993940112,0.1467
2,ClasswiseMahalanobis,0.9797647549999999,0.9798269355889199,0.094
3,SML,0.9816657449999999,0.9831215754799907,0.0814
