,metric,auroc_score,aupr_score,fpr95
0,MSP,0.9601629699999998,0.9649535397963749,0.2148
1,Mahalanobis,0.9993531000000001,0.9993767309599709,0.0011
2,ClasswiseMahalanobis,0.99965704,0.9996587000129231,0.0011
3,SML,0.96453666,0.9730300712277403,0.2064
