,metric,auroc_score,aupr_score,fpr95
0,MSP,0.9956324750000001,0.9953895417172594,0.0212
1,Mahalanobis,0.9042869800000001,0.8934944710240965,0.3254
2,ClasswiseMahalanobis,0.9095673599999999,0.8985960191739135,0.3196
3,SML,0.99826805,0.9982664592859103,0.0057
