,metric,auroc_score,aupr_score,fpr95
0,MSP,0.9940430100000001,0.9933392323984238,0.0293
1,Mahalanobis,0.98352895,0.9800281687696466,0.0679
2,ClasswiseMahalanobis,0.9863733849999999,0.9822640077722302,0.0515
3,SML,0.9982397199999999,0.9975798601909716,0.0047
