,metric,auroc_score,aupr_score,fpr95
0,MSP,0.9931531,0.9917491179615199,0.0291
1,Mahalanobis,0.9745101900000002,0.9677766086326398,0.0839
2,ClasswiseMahalanobis,0.963717855,0.9505541622019882,0.0956
3,SML,0.9974811999999998,0.9970098256970917,0.0096
