,metric,auroc_score,aupr_score,fpr95
0,MSP,0.9866355399999999,0.9842229429464511,0.0534
1,Mahalanobis,0.920620215,0.9001553986535864,0.2272
2,ClasswiseMahalanobis,0.930151855,0.9128328440435487,0.229
3,SML,0.99636262,0.9957812812525162,0.0137
