,metric,auroc_score,aupr_score,fpr95
0,MSP,0.83824303,0.8215304388156908,0.5371
1,Mahalanobis,0.873579765,0.8583785729362401,0.4756
2,ClasswiseMahalanobis,0.8849114249999999,0.8645252649982762,0.4136
3,SML,0.87938584,0.8677223283987581,0.4658
