,metric,auroc_score,aupr_score,fpr95
0,MSP,0.9606249199999999,0.9606479094139158,0.1918
1,Mahalanobis,0.9803924900000001,0.9837643707363879,0.105
2,ClasswiseMahalanobis,0.97947506,0.9819489753865831,0.1205
3,SML,0.97365776,0.9766525012611585,0.1473
