,metric,auroc_score,aupr_score,fpr95
0,MSP,0.8410831049999999,0.8291470535177197,0.54
1,Mahalanobis,0.89027906,0.8888615162344758,0.4724
2,ClasswiseMahalanobis,0.8996609549999999,0.8840310569790512,0.3766
3,SML,0.8858553249999999,0.8761255309283685,0.4678
